comment,sentiment
2019年乘用车召回673万辆“高田”成最大“元凶”,0
2019年超650万辆汽车被召回，谁才是最大“元凶”？,0
2019年IPO保荐承销费112亿：中信中金领跑 海通被否最多,0
2019年IPO保荐承销费112亿：中信中金领跑 海通被否最多,1
2019年45家长租公寓“爆雷” 新年度行业洗牌加剧,0
2019年4-11月印度CIL煤炭供应量下降9%,1
2019年4-11月印度CIL煤炭供应量下降9%,1
2019年12月我国汽车经销商库存预警指数为59%,0
2019年11月全球电动车售出17万台下滑26％,0
2019年11月份智利铜产量同比下降6.7%,0
2019港股“闪崩”惨案：雅高控股蒸发近450亿港元 刘德华曾买过它家大理石,0
2019港股“闪崩”惨案：雅高控股蒸发近450亿港元 刘德华曾买过它家大理石,1
2019的健身行业“太难了”,1
2019IPO保荐承销费112亿:中信中金领跑 海通被否最多,0
2019IPO保荐承销费112亿:中信中金领跑 海通被否最多,1
2019A股十大奇葩上市公司,1
2019，那些冬泳的影视公司可能无法再上岸了,1
2019，艰难的汽车业,1
2000亿银行股在解禁路上！紫金银行一度重挫逾7%,0
1天内2家P2P玛瑙湾和赚啦理财被立案,0
1天内2家P2P玛瑙湾和赚啦理财被立案,1
1批次内蒙宽粉铝残留量抽检不合格,1
150家电池企业出局！2019年大部分企业倒在这几个问题上！2020年千万警惕！,0
15.96万股民踩雷！国企爆出黑天鹅，计提11亿元资产减值,1
14亿钱端纠纷案终于盖棺论定？监管层的回复打脸招商银行,0
14亿钱端纠纷案终于盖棺论定？监管层的回复打脸招商银行,1
14天11个涨停板！跨年牛股诞生 谁在炒作网红星期六？,0
14天11个涨停板！跨年牛股诞生 谁在炒作网红星期六？,1
13.69亿股解禁 紫金银行上市一周年股价低开7.39%,0
13.69亿股解禁 紫金银行开盘跌逾7%,0
12月汽车经销商库存预警 连续两年超50%,0
12月机构调研331家公司,0
12月机构调研331家公司,1
12月，广州新房成交同比跌了近五成！卖最好的还是增城,0
11月香港二手公屋买卖宗数按月减半 创十四个月新低,0
11月核心城市房价继续下降 明年初小阳春或难再现,1
11亿资产大减值，新集能源又耍什么花招？,1
1-11月河南省生产原煤9703.4万吨 同比下降2.6%,1
1-11月河南省生产原煤9703.4万吨 同比下降2.6%,1
10亿元收购1.7亿元转手：宜通世纪向关联方出售子公司股权,1
103家化妆品企业检出问题，超八成质量管理有缺陷,1
【增减持】招金矿业(01818.HK)遭Black Rock减持93.65万股,1
【增减持】新奥能源(02688.HK)遭JP Morgan减持136.5万股,1
【增减持】青岛港(06198.HK)遭VALUE PARTNERS GROUP减持33万股,1
【增减持】海螺水泥(00914.HK)遭JP Morgan减持234万股,1
【增减持】赣锋锂业(01772.HK)遭中国邮政储蓄银行减持49.38万股,0
【增减持】奥思集团(01161.HK)遭黎燕玲减持168.6万股,0
【头条】国废价格全线回落，太仓玖龙、浙江山鹰等多家大厂参与下调,0
【深度】裁员、禁售、产量骤减，2019年电子烟从天堂掉入地狱,1
【深度】裁员、禁售、产量骤减，2019年电子烟从天堂掉入地狱,1
【监管】沪抽查121批次服装，这13批次不合格,0
【行政监管措施】江苏证监局关于对周红卫、姚宁采取出具警示函措施的决定,0
【行政监管措施】关于对李杨采取出具警示函措施的决定,0
【反思】那些倒在2019年的快递和物流，都做错了什么？,1
【读财报】银行新股破发“隐情”：政策倒逼，全球银行股同现破净潮,1
【独家】前城股份向银监会举报 力高集团合肥公司被指涉嫌骗贷,1
「公司」华正新材：股东钱海平拟清仓减持不超5.57%,0
《新股表现》贵州银行(06199.HK)收2.3元低上市价7.3%每手账面蚀180元,1
《庆余年》全集泄露，网友9成看盗版，仅2成愿续VIP,1
《庆余年》频现“黑天鹅” 保护知识产权道阻且长,0
《庆余年》风波凸显视频平台盈利困境,1
《庆余年》盗版路线图：5-17元看全集，发展“下线”能获提成？,0
《大行报告》瑞信下调锦欣生殖(01951.HK)目标价至14.88元维持「跑赢大市」评级,0
《半个喜剧》10天票房1.25亿，昔日“话剧第一股”开心麻花依旧“水逆”？,1
“影视寒冬”来了？大家正好冷静一下,1
“影视寒冬”来了？大家正好冷静一下,1
“影视寒冬”或是好片的福音,0
“万瓷王”常程空降小米 前东家联想回应不确定是否追责,0
“跳楼价”出售子公司晨之科 中文在线二次元布局黄粱一梦？,0
“甜蜜素事件”尚未终结 酒鬼酒闹“鬼”,1
“上广合作”，龙头企业抱团取暖能否抗寒？,0
“内衣第一股”都市丽人2019年预亏近10亿 甩掉包袱的都市丽人能否转型成功？,0
“奶茶焦虑症”能治好吗？,1
“盲盒”火爆背后：应否加强监管存争议,0
“靓号”不是携号转网“挡箭牌”,1
“快慢之道”蜕变稳健前行 何小鹏：寒冬不可怕，春天并不远,1
“黄牛”高价倒票遭吐槽 演出票数字化将成趋势,0
“坏没坏都得重装” ？幼儿园监控设备安装政策引质疑，教育局回应,1
“寒冬”之后 影视青年的“春天”在哪里,1
“地王”处境尴尬 房企生存模式重塑,0
“惨惨惨，亏过禽流感！”鸡价“一好遮百丑”下的隐忧！,0
“保壳”关键期 *ST新海再次更换会计师事务所,0
“保壳”关键期 *ST新海再次更换会计师事务所,1
“保健品不是药物”警示语去哪儿了,0
[公司]康强电子母公司电镀车间发生火灾 直接财产损失近千万元,1
*ST游久拟卖房卖股保壳 俩救星竟是“邻居”,1
*ST尤夫收回2.79亿业绩补偿款 深交所质疑年底突击创利,0
*ST新海收关注函：连续两年更换审计机构，财务总监年末离职,0
*ST升达吃警示函 不少于0.5亿且不高于2亿回购放鸽子,1
*ST庞大停牌重整 昔日经销商龙头能否涅槃？,1
*ST莲花(600186.SH)获莲泰投资、国厚资产提供重整融资款共2.6亿元,1
*ST凯迪：为切实解决员工工资、社保等问题 拟打包、打折出售资产,1
*ST凯迪：涉及94起标的额千万案件 累计金额148.41亿,0
*ST刚泰：牵扯租赁合同纠纷败诉 涉案金额7440万,1
*ST东网(002175.SZ)不再持有东方影业、东方华尚的股权,0
*ST东南、藏格控股领罚单 这两波投资者可以索赔了,0
*ST东南、藏格控股领罚单 这两波投资者可以索赔了,1
*ST德奥：延期回复深交所关注函至1月9日前,1
*ST大洲收关注函：说明大连和升是否已对公司形成实际控制,0
*ST巴士股东高霞被深交所公开谴责！,1
(深互动)中恒电气：公司在2017年度计提过部分商誉减值,1
(深互动)振芯科技：控股股东诉讼事项尚未有新的进展结果,0
(深互动)兆日科技：公司8月份与专利复审委员会打官司涉及纸纹识别技术专利,0
(深互动)运达科技：公司已于2018年1月30日终止收购货安,0
(深互动)永太科技：三季度净利下滑系前三季度非经常性损益较上年同期减少较多所致,0
(深互动)永安药业：公司正在积极处理网页问题,1
(深互动)亚光科技：由于重组配套融资没有成功募集 公司适当调整了募集配套资金对应的军工技改项目的实施进度和节奏,1
(深互动)卫宁健康：公司的收入和利润存在一定的季节性 导致营业收入、净利润、经营性现金流量呈不均衡的季节性分布,1
(深互动)通化金马：公司暂不具备分红条件,1
(深互动)天舟文化：2018年度公司亏损主要系该年度计提大额商誉减值损失,0
(深互动)天齐锂业：鉴于公司部分高管在配股认购缴款期前6个月内有减持行为，所以无法参与本次配股,0
(深互动)韶能股份：本次司法拍卖导致公司第三大股东日昇公司持有公司部分股份被动减持,1
(深互动)三圣股份：目前公司融资成本较高，对公司业绩造成一定影响,1
(深互动)科创信息：公司2018年净利润与2017年相比有所下降,0
(深互动)凯中精密：长沙凯中项目达到预定可使用状态时间调整到2020年10月,0
(深互动)京粮控股：庆隆金宝诉讼公司一案尚未开庭审理,0
(深互动)江特电机：出售九龙汽车将亏损约5亿元,1
(深互动)佳电股份：公司“一对一”和解途径一直在有序开展,0
(深互动)汇纳科技：公司股东减持股份是出于自身资金需求所作出的决定,1
(深互动)恒立实业：截止目前公司未获知股票冻结相关进展信息,0
(深互动)和晶科技：公司已督促环宇万维的管理者对相关事项进行汇报及催促其与武庄等人协商,1
(深互动)合众思壮：公司正在与客户积极沟通后续订单执行与业务合作的方案,1
(深互动)广州浪奇：由于外部经营环境的变化，公司经营面临较大的压力,1
(深互动)迪安诊断：公司第三季度少数股东权益下降主要系公司收购了部分少数股东股权,0
(深互动)德赛电池：公司新能源汽车动力电池业务情况不理想，持续亏损,1
(深互动)德赛电池：2019年9月30日，公司预收账款占负债的0.07%,1
(深互动)常山北明：商誉测试与收益水平相关,0
(深互动)比亚迪：受汽车行业市场需求下滑及新能源汽车补贴大幅退坡等多重因素的影响下，对公司汽车业务造成一定影响,1
(深互动)奥普光电：公司重组未获通过 收购光华微电子能与公司业务技术形成协同效应，实现股东权益的维护,0
(深互动)艾格拉斯：公司尚未收到大股东资产剥离剩余的款项,1
(深互动)ST慧业：被轮候冻结的股份为大股东所持公司股份,0
(深互动)*ST盈方：公司股票将自2019年年度报告公告之日起暂停上市,0
(深互动)*ST天圣：目前（2019）渝01刑初68号案件尚无明确的司法结论,0
(深互动)*ST斯太：奥地利斯太尔破产重组目前暂无新的进展,0
(深互动)*ST沈机：资金受限 公司生产供应较为紧张,1
(深互动)*ST沈机：公司运转困难主要系所处行业市场需求持续下滑,1
(上互动)苏州科达：截至2019年8月13日 壹创投和蓝贰创投合计持股比例已低于5%,1
(上互动)市北高新：公司的产业载体经营模式导致短期内经营业绩会有一定的波动,0
(上互动)龙蟠科技：截止目前，3月份披露的减持计划已完成,0
(上互动)吉祥航空：公司18年四季度亏损原因是航空业四季度为传统淡季,1
"(上互动)禾望电气：公司已获得对青岛华创风能的执行清偿20,064,676.66元已到账",0
(上互动)海航控股：本次减持不会导致公司控制权发生变更,1
(上互动)风语筑：目前尚未取得案件调查结论,1
(上互动)风语筑：关于李晖先生案件，目前尚未取得案件调查结论,1
(上互动)ST安泰：截至2019年6月底，公司逾期未缴的社保为1.68亿元,0
（2019）粤13破申79号决定书,1
（2019）苏0509破122号江苏展博电扶梯成套部件有限公司债权申报资料下载,0
（2019）鲁0303破1号受理破产清算申请后通知已知债权人-通知书,1
（2019）鄂0527破1号,0
（2018）浙0182破15号受理破产申请后宣告债务人破产前裁定债务人重整-民事裁定书,0
（2018）浙0182破15号受理破产清算申请后宣告债务人破产前裁定债务人重整-公告,0
（2018）浙0182破15号批准重整计划草案-民事裁定书,0
